Level	Rule Name	Subject	Property	Value
WARN	multiple_asserted_superclasses	UBERON:0036072	rdfs:subClassOf	UBERON:0005911	
WARN	multiple_asserted_superclasses	UBERON:0036072	rdfs:subClassOf	UBERON:0007499	
WARN	multiple_asserted_superclasses	UBERON:0036072	rdfs:subClassOf	UBERON:0009854	
WARN	multiple_asserted_superclasses	UBERON:0036072	rdfs:subClassOf	UBERON:0015833	
WARN	multiple_asserted_superclasses	UBERON:0036073	rdfs:subClassOf	UBERON:0000077	
WARN	multiple_asserted_superclasses	UBERON:0036073	rdfs:subClassOf	UBERON:0003104	
WARN	missing_definition	BFO:0000004	IAO:0000115		
WARN	missing_definition	BFO:0000020	IAO:0000115		
WARN	missing_definition	BFO:0000040	IAO:0000115		
WARN	missing_definition	CARO:0000003	IAO:0000115		
WARN	missing_definition	CARO:0000006	IAO:0000115		
WARN	missing_definition	CARO:0000014	IAO:0000115		
WARN	missing_definition	CL:0000000	IAO:0000115		
WARN	missing_definition	CL:0000001	IAO:0000115		
WARN	missing_definition	CL:0000003	IAO:0000115		
WARN	missing_definition	CL:0000010	IAO:0000115		
WARN	missing_definition	CL:0000066	IAO:0000115		
WARN	missing_definition	CL:0000082	IAO:0000115		
WARN	missing_definition	CL:0000221	IAO:0000115		
WARN	missing_definition	CL:0000223	IAO:0000115		
WARN	missing_definition	CL:0000225	IAO:0000115		
WARN	missing_definition	CL:0000255	IAO:0000115		
WARN	missing_definition	CL:0000362	IAO:0000115		
WARN	missing_definition	CL:0000548	IAO:0000115		
WARN	missing_definition	CL:0000578	IAO:0000115		
WARN	missing_definition	CL:0001034	IAO:0000115		
WARN	missing_definition	CL:0002076	IAO:0000115		
WARN	missing_definition	CL:0002077	IAO:0000115		
WARN	missing_definition	CL:0002159	IAO:0000115		
WARN	missing_definition	CL:0002242	IAO:0000115		
WARN	missing_definition	CL:0002251	IAO:0000115		
WARN	missing_definition	CL:0002319	IAO:0000115		
WARN	missing_definition	CL:0002320	IAO:0000115		
WARN	missing_definition	CL:0002321	IAO:0000115		
WARN	missing_definition	CL:0002368	IAO:0000115		
WARN	missing_definition	CL:0002371	IAO:0000115		
WARN	missing_definition	CL:0002632	IAO:0000115		
WARN	missing_definition	GO:0005623	IAO:0000115		
WARN	missing_definition	GO:0005634	IAO:0000115		
WARN	missing_definition	GO:0043226	IAO:0000115		
WARN	missing_definition	GO:0043227	IAO:0000115		
WARN	missing_definition	GO:0043229	IAO:0000115		
WARN	missing_definition	GO:0043231	IAO:0000115		
WARN	missing_definition	GO:0044424	IAO:0000115		
WARN	missing_definition	GO:0044464	IAO:0000115		
WARN	missing_definition	PATO:0001241	IAO:0000115		
WARN	missing_definition	PATO:0001396	IAO:0000115		
WARN	missing_definition	PATO:0001404	IAO:0000115		
WARN	missing_definition	PATO:0001405	IAO:0000115		
WARN	missing_definition	PATO:0002505	IAO:0000115		
WARN	missing_definition	SCAO:00000000	IAO:0000115		
WARN	missing_definition	UBERON:0000010	IAO:0000115		
WARN	missing_definition	UBERON:0000025	IAO:0000115		
WARN	missing_definition	UBERON:0000060	IAO:0000115		
WARN	missing_definition	UBERON:0000061	IAO:0000115		
WARN	missing_definition	UBERON:0000062	IAO:0000115		
WARN	missing_definition	UBERON:0000064	IAO:0000115		
WARN	missing_definition	UBERON:0000065	IAO:0000115		
WARN	missing_definition	UBERON:0000072	IAO:0000115		
WARN	missing_definition	UBERON:0000075	IAO:0000115		
WARN	missing_definition	UBERON:0000076	IAO:0000115		
WARN	missing_definition	UBERON:0000077	IAO:0000115		
WARN	missing_definition	UBERON:0000078	IAO:0000115		
WARN	missing_definition	UBERON:0000114	IAO:0000115		
WARN	missing_definition	UBERON:0000115	IAO:0000115		
WARN	missing_definition	UBERON:0000117	IAO:0000115		
WARN	missing_definition	UBERON:0000118	IAO:0000115		
WARN	missing_definition	UBERON:0000170	IAO:0000115		
WARN	missing_definition	UBERON:0000171	IAO:0000115		
WARN	missing_definition	UBERON:0000307	IAO:0000115		
WARN	missing_definition	UBERON:0000328	IAO:0000115		
WARN	missing_definition	UBERON:0000383	IAO:0000115		
WARN	missing_definition	UBERON:0000464	IAO:0000115		
WARN	missing_definition	UBERON:0000465	IAO:0000115		
WARN	missing_definition	UBERON:0000466	IAO:0000115		
WARN	missing_definition	UBERON:0000467	IAO:0000115		
WARN	missing_definition	UBERON:0000468	IAO:0000115		
WARN	missing_definition	UBERON:0000475	IAO:0000115		
WARN	missing_definition	UBERON:0000476	IAO:0000115		
WARN	missing_definition	UBERON:0000477	IAO:0000115		
WARN	missing_definition	UBERON:0000479	IAO:0000115		
WARN	missing_definition	UBERON:0000483	IAO:0000115		
WARN	missing_definition	UBERON:0000485	IAO:0000115		
WARN	missing_definition	UBERON:0000486	IAO:0000115		
WARN	missing_definition	UBERON:0000490	IAO:0000115		
WARN	missing_definition	UBERON:0000915	IAO:0000115		
WARN	missing_definition	UBERON:0000922	IAO:0000115		
WARN	missing_definition	UBERON:0000923	IAO:0000115		
WARN	missing_definition	UBERON:0000924	IAO:0000115		
WARN	missing_definition	UBERON:0000925	IAO:0000115		
WARN	missing_definition	UBERON:0000926	IAO:0000115		
WARN	missing_definition	UBERON:0000982	IAO:0000115		
WARN	missing_definition	UBERON:0001004	IAO:0000115		
WARN	missing_definition	UBERON:0001005	IAO:0000115		
WARN	missing_definition	UBERON:0001007	IAO:0000115		
WARN	missing_definition	UBERON:0001009	IAO:0000115		
WARN	missing_definition	UBERON:0001015	IAO:0000115		
WARN	missing_definition	UBERON:0001016	IAO:0000115		
WARN	missing_definition	UBERON:0001017	IAO:0000115		
WARN	missing_definition	UBERON:0001041	IAO:0000115		
WARN	missing_definition	UBERON:0001048	IAO:0000115		
WARN	missing_definition	UBERON:0001434	IAO:0000115		
WARN	missing_definition	UBERON:0001555	IAO:0000115		
WARN	missing_definition	UBERON:0001558	IAO:0000115		
WARN	missing_definition	UBERON:0001630	IAO:0000115		
WARN	missing_definition	UBERON:0002048	IAO:0000115		
WARN	missing_definition	UBERON:0002050	IAO:0000115		
WARN	missing_definition	UBERON:0002090	IAO:0000115		
WARN	missing_definition	UBERON:0002100	IAO:0000115		
WARN	missing_definition	UBERON:0002167	IAO:0000115		
WARN	missing_definition	UBERON:0002168	IAO:0000115		
WARN	missing_definition	UBERON:0002204	IAO:0000115		
WARN	missing_definition	UBERON:0002217	IAO:0000115		
WARN	missing_definition	UBERON:0002329	IAO:0000115		
WARN	missing_definition	UBERON:0002384	IAO:0000115		
WARN	missing_definition	UBERON:0002385	IAO:0000115		
WARN	missing_definition	UBERON:0002416	IAO:0000115		
WARN	missing_definition	UBERON:0002532	IAO:0000115		
WARN	missing_definition	UBERON:0003059	IAO:0000115		
WARN	missing_definition	UBERON:0003077	IAO:0000115		
WARN	missing_definition	UBERON:0003081	IAO:0000115		
WARN	missing_definition	UBERON:0003089	IAO:0000115		
WARN	missing_definition	UBERON:0003102	IAO:0000115		
WARN	missing_definition	UBERON:0003103	IAO:0000115		
WARN	missing_definition	UBERON:0003104	IAO:0000115		
WARN	missing_definition	UBERON:0003258	IAO:0000115		
WARN	missing_definition	UBERON:0003364	IAO:0000115		
WARN	missing_definition	UBERON:0003365	IAO:0000115		
WARN	missing_definition	UBERON:0003570	IAO:0000115		
WARN	missing_definition	UBERON:0003580	IAO:0000115		
WARN	missing_definition	UBERON:0003586	IAO:0000115		
WARN	missing_definition	UBERON:0003831	IAO:0000115		
WARN	missing_definition	UBERON:0003837	IAO:0000115		
WARN	missing_definition	UBERON:0003914	IAO:0000115		
WARN	missing_definition	UBERON:0003929	IAO:0000115		
WARN	missing_definition	UBERON:0004111	IAO:0000115		
WARN	missing_definition	UBERON:0004119	IAO:0000115		
WARN	missing_definition	UBERON:0004120	IAO:0000115		
WARN	missing_definition	UBERON:0004121	IAO:0000115		
WARN	missing_definition	UBERON:0004185	IAO:0000115		
WARN	missing_definition	UBERON:0004253	IAO:0000115		
WARN	missing_definition	UBERON:0004288	IAO:0000115		
WARN	missing_definition	UBERON:0004464	IAO:0000115		
WARN	missing_definition	UBERON:0004479	IAO:0000115		
WARN	missing_definition	UBERON:0004765	IAO:0000115		
WARN	missing_definition	UBERON:0004770	IAO:0000115		
WARN	missing_definition	UBERON:0004802	IAO:0000115		
WARN	missing_definition	UBERON:0004807	IAO:0000115		
WARN	missing_definition	UBERON:0004815	IAO:0000115		
WARN	missing_definition	UBERON:0004873	IAO:0000115		
WARN	missing_definition	UBERON:0004883	IAO:0000115		
WARN	missing_definition	UBERON:0004905	IAO:0000115		
WARN	missing_definition	UBERON:0004906	IAO:0000115		
WARN	missing_definition	UBERON:0004921	IAO:0000115		
WARN	missing_definition	UBERON:0004923	IAO:0000115		
WARN	missing_definition	UBERON:0005090	IAO:0000115		
WARN	missing_definition	UBERON:0005153	IAO:0000115		
WARN	missing_definition	UBERON:0005157	IAO:0000115		
WARN	missing_definition	UBERON:0005177	IAO:0000115		
WARN	missing_definition	UBERON:0005178	IAO:0000115		
WARN	missing_definition	UBERON:0005181	IAO:0000115		
WARN	missing_definition	UBERON:0005256	IAO:0000115		
WARN	missing_definition	UBERON:0005291	IAO:0000115		
WARN	missing_definition	UBERON:0005423	IAO:0000115		
WARN	missing_definition	UBERON:0005597	IAO:0000115		
WARN	missing_definition	UBERON:0005598	IAO:0000115		
WARN	missing_definition	UBERON:0005764	IAO:0000115		
WARN	missing_definition	UBERON:0005769	IAO:0000115		
WARN	missing_definition	UBERON:0005856	IAO:0000115		
WARN	missing_definition	UBERON:0005911	IAO:0000115		
WARN	missing_definition	UBERON:0005944	IAO:0000115		
WARN	missing_definition	UBERON:0006595	IAO:0000115		
WARN	missing_definition	UBERON:0006598	IAO:0000115		
WARN	missing_definition	UBERON:0006601	IAO:0000115		
WARN	missing_definition	UBERON:0006603	IAO:0000115		
WARN	missing_definition	UBERON:0007010	IAO:0000115		
WARN	missing_definition	UBERON:0007026	IAO:0000115		
WARN	missing_definition	UBERON:0007282	IAO:0000115		
WARN	missing_definition	UBERON:0007285	IAO:0000115		
WARN	missing_definition	UBERON:0007376	IAO:0000115		
WARN	missing_definition	UBERON:0007383	IAO:0000115		
WARN	missing_definition	UBERON:0007499	IAO:0000115		
WARN	missing_definition	UBERON:0007503	IAO:0000115		
WARN	missing_definition	UBERON:0007524	IAO:0000115		
WARN	missing_definition	UBERON:0007530	IAO:0000115		
WARN	missing_definition	UBERON:0007592	IAO:0000115		
WARN	missing_definition	UBERON:0007601	IAO:0000115		
WARN	missing_definition	UBERON:0007690	IAO:0000115		
WARN	missing_definition	UBERON:0008814	IAO:0000115		
WARN	missing_definition	UBERON:0008947	IAO:0000115		
WARN	missing_definition	UBERON:0009142	IAO:0000115		
WARN	missing_definition	UBERON:0009145	IAO:0000115		
WARN	missing_definition	UBERON:0009569	IAO:0000115		
WARN	missing_definition	UBERON:0009602	IAO:0000115		
WARN	missing_definition	UBERON:0009603	IAO:0000115		
WARN	missing_definition	UBERON:0009618	IAO:0000115		
WARN	missing_definition	UBERON:0009722	IAO:0000115		
WARN	missing_definition	UBERON:0009854	IAO:0000115		
WARN	missing_definition	UBERON:0009856	IAO:0000115		
WARN	missing_definition	UBERON:0010000	IAO:0000115		
WARN	missing_definition	UBERON:0010316	IAO:0000115		
WARN	missing_definition	UBERON:0010371	IAO:0000115		
WARN	missing_definition	UBERON:0010378	IAO:0000115		
WARN	missing_definition	UBERON:0010498	IAO:0000115		
WARN	missing_definition	UBERON:0010499	IAO:0000115		
WARN	missing_definition	UBERON:0010912	IAO:0000115		
WARN	missing_definition	UBERON:0011134	IAO:0000115		
WARN	missing_definition	UBERON:0011137	IAO:0000115		
WARN	missing_definition	UBERON:0011138	IAO:0000115		
WARN	missing_definition	UBERON:0011216	IAO:0000115		
WARN	missing_definition	UBERON:0011585	IAO:0000115		
WARN	missing_definition	UBERON:0011676	IAO:0000115		
WARN	missing_definition	UBERON:0012274	IAO:0000115		
WARN	missing_definition	UBERON:0012275	IAO:0000115		
WARN	missing_definition	UBERON:0013522	IAO:0000115		
WARN	missing_definition	UBERON:0013686	IAO:0000115		
WARN	missing_definition	UBERON:0013701	IAO:0000115		
WARN	missing_definition	UBERON:0013702	IAO:0000115		
WARN	missing_definition	UBERON:0013754	IAO:0000115		
WARN	missing_definition	UBERON:0013765	IAO:0000115		
WARN	missing_definition	UBERON:0014477	IAO:0000115		
WARN	missing_definition	UBERON:0015212	IAO:0000115		
WARN	missing_definition	UBERON:0015329	IAO:0000115		
WARN	missing_definition	UBERON:0015833	IAO:0000115		
WARN	missing_definition	UBERON:0016879	IAO:0000115		
WARN	missing_definition	UBERON:0016880	IAO:0000115		
WARN	missing_definition	UBERON:0034921	IAO:0000115		
WARN	missing_definition	UBERON:0034925	IAO:0000115		
WARN	missing_definition	UBERON:0036072	IAO:0000115		
WARN	missing_definition	UBERON:0036073	IAO:0000115		
INFO	missing_superclass	BFO:0000002	rdfs:subClassOf		
INFO	missing_superclass	GO:0005575	rdfs:subClassOf		
INFO	missing_superclass	PATO:0000001	rdfs:subClassOf		
INFO	missing_superclass	SCAO:00000000	rdfs:subClassOf		
INFO	missing_superclass	UBERON:0001062	rdfs:subClassOf		
